email_id,subject,body,label,dataset_id,thread_id,sender_group,timestamp
D2_2016,Enron North America gas trading schedule [16],Here is the revised natural gas delivery schedule for the Houston pipeline hub for next week. Please review the volume numbers. (Ref ID: ENR-516),legitimate,enron_spam,TH_ENR_116,GRP_ENR_1,2026-01-03T18:56:00+00:00
D2_2017,Meeting notes from risk management committee [17],Attached are the summary notes and action items from yesterday's risk committee meeting. Let me know if any adjustments are needed. (Ref ID: ENR-517),legitimate,enron_spam,TH_ENR_117,GRP_ENR_2,2026-01-03T23:07:00+00:00
D2_2018,Quarterly financial report review draft [18],"Vince, Please take a look at the attached draft for the Q2 financial summary before we present it to executive management. (Ref ID: ENR-518)",legitimate,enron_spam,TH_ENR_118,GRP_ENR_3,2026-01-04T03:18:00+00:00
D2_2019,Pipeline capacity allocation update [19],The revised capacity allocation for the Western transmission segment has been finalized. See attached spreadsheet for details. (Ref ID: ENR-519),legitimate,enron_spam,TH_ENR_119,GRP_ENR_4,2026-01-04T07:29:00+00:00
D2_2020,Energy trading model calibration parameters [20],"Hi Mark, We updated the volatility curves in the pricing model. The updated parameters have been saved to the shared drive. (Ref ID: ENR-520)",legitimate,enron_spam,TH_ENR_100,GRP_ENR_1,2026-01-04T11:40:00+00:00
D2_2021,Schedule change for Houston energy conference [21],"Hi All, The keynote panel at the Houston energy conference has been moved to 2 PM on Tuesday. Please update your itineraries. (Ref ID: ENR-521)",legitimate,enron_spam,TH_ENR_101,GRP_ENR_2,2026-01-04T15:51:00+00:00
D2_2022,Contract confirmation for physical power delivery [22],Please find the executed contract confirmation for the July power delivery agreement attached. Thank you. (Ref ID: ENR-522),legitimate,enron_spam,TH_ENR_102,GRP_ENR_3,2026-01-04T20:02:00+00:00
D2_2023,IT system maintenance notification for Enron intranet [23],The internal trading database will undergo routine maintenance this Sunday from midnight to 4 AM. Expect brief downtime. (Ref ID: ENR-523),legitimate,enron_spam,TH_ENR_103,GRP_ENR_4,2026-01-05T00:13:00+00:00
D2_2024,Enron North America gas trading schedule [24],Here is the revised natural gas delivery schedule for the Houston pipeline hub for next week. Please review the volume numbers. (Ref ID: ENR-524),legitimate,enron_spam,TH_ENR_104,GRP_ENR_1,2026-01-05T04:24:00+00:00
D2_2025,Meeting notes from risk management committee [25],Attached are the summary notes and action items from yesterday's risk committee meeting. Let me know if any adjustments are needed. (Ref ID: ENR-525),legitimate,enron_spam,TH_ENR_105,GRP_ENR_2,2026-01-05T08:35:00+00:00
D2_2026,Quarterly financial report review draft [26],"Vince, Please take a look at the attached draft for the Q2 financial summary before we present it to executive management. (Ref ID: ENR-526)",legitimate,enron_spam,TH_ENR_106,GRP_ENR_3,2026-01-05T12:46:00+00:00
D2_2027,Pipeline capacity allocation update [27],The revised capacity allocation for the Western transmission segment has been finalized. See attached spreadsheet for details. (Ref ID: ENR-527),legitimate,enron_spam,TH_ENR_107,GRP_ENR_4,2026-01-05T16:57:00+00:00
D2_2028,Energy trading model calibration parameters [28],"Hi Mark, We updated the volatility curves in the pricing model. The updated parameters have been saved to the shared drive. (Ref ID: ENR-528)",legitimate,enron_spam,TH_ENR_108,GRP_ENR_1,2026-01-05T21:08:00+00:00
D2_2029,Schedule change for Houston energy conference [29],"Hi All, The keynote panel at the Houston energy conference has been moved to 2 PM on Tuesday. Please update your itineraries. (Ref ID: ENR-529)",legitimate,enron_spam,TH_ENR_109,GRP_ENR_2,2026-01-06T01:19:00+00:00
D2_2030,Contract confirmation for physical power delivery [30],Please find the executed contract confirmation for the July power delivery agreement attached. Thank you. (Ref ID: ENR-530),legitimate,enron_spam,TH_ENR_110,GRP_ENR_3,2026-01-06T05:30:00+00:00
D2_2031,IT system maintenance notification for Enron intranet [31],The internal trading database will undergo routine maintenance this Sunday from midnight to 4 AM. Expect brief downtime. (Ref ID: ENR-531),legitimate,enron_spam,TH_ENR_111,GRP_ENR_4,2026-01-06T09:41:00+00:00
D2_2032,Enron North America gas trading schedule [32],Here is the revised natural gas delivery schedule for the Houston pipeline hub for next week. Please review the volume numbers. (Ref ID: ENR-532),legitimate,enron_spam,TH_ENR_112,GRP_ENR_1,2026-01-06T13:52:00+00:00
D2_2033,Meeting notes from risk management committee [33],Attached are the summary notes and action items from yesterday's risk committee meeting. Let me know if any adjustments are needed. (Ref ID: ENR-533),legitimate,enron_spam,TH_ENR_113,GRP_ENR_2,2026-01-06T18:03:00+00:00
D2_2034,Quarterly financial report review draft [34],"Vince, Please take a look at the attached draft for the Q2 financial summary before we present it to executive management. (Ref ID: ENR-534)",legitimate,enron_spam,TH_ENR_114,GRP_ENR_3,2026-01-06T22:14:00+00:00
D2_2035,Pipeline capacity allocation update [35],The revised capacity allocation for the Western transmission segment has been finalized. See attached spreadsheet for details. (Ref ID: ENR-535),legitimate,enron_spam,TH_ENR_115,GRP_ENR_4,2026-01-07T02:25:00+00:00
D2_2036,Energy trading model calibration parameters [36],"Hi Mark, We updated the volatility curves in the pricing model. The updated parameters have been saved to the shared drive. (Ref ID: ENR-536)",legitimate,enron_spam,TH_ENR_116,GRP_ENR_1,2026-01-07T06:36:00+00:00
D2_2037,Schedule change for Houston energy conference [37],"Hi All, The keynote panel at the Houston energy conference has been moved to 2 PM on Tuesday. Please update your itineraries. (Ref ID: ENR-537)",legitimate,enron_spam,TH_ENR_117,GRP_ENR_2,2026-01-07T10:47:00+00:00
D2_2038,Contract confirmation for physical power delivery [38],Please find the executed contract confirmation for the July power delivery agreement attached. Thank you. (Ref ID: ENR-538),legitimate,enron_spam,TH_ENR_118,GRP_ENR_3,2026-01-07T14:58:00+00:00
D2_2039,IT system maintenance notification for Enron intranet [39],The internal trading database will undergo routine maintenance this Sunday from midnight to 4 AM. Expect brief downtime. (Ref ID: ENR-539),legitimate,enron_spam,TH_ENR_119,GRP_ENR_4,2026-01-07T19:09:00+00:00
D2_2040,Enron North America gas trading schedule [40],Here is the revised natural gas delivery schedule for the Houston pipeline hub for next week. Please review the volume numbers. (Ref ID: ENR-540),legitimate,enron_spam,TH_ENR_100,GRP_ENR_1,2026-01-07T23:20:00+00:00
D2_2041,Meeting notes from risk management committee [41],Attached are the summary notes and action items from yesterday's risk committee meeting. Let me know if any adjustments are needed. (Ref ID: ENR-541),legitimate,enron_spam,TH_ENR_101,GRP_ENR_2,2026-01-08T03:31:00+00:00
D2_2042,Quarterly financial report review draft [42],"Vince, Please take a look at the attached draft for the Q2 financial summary before we present it to executive management. (Ref ID: ENR-542)",legitimate,enron_spam,TH_ENR_102,GRP_ENR_3,2026-01-08T07:42:00+00:00
D2_2043,Pipeline capacity allocation update [43],The revised capacity allocation for the Western transmission segment has been finalized. See attached spreadsheet for details. (Ref ID: ENR-543),legitimate,enron_spam,TH_ENR_103,GRP_ENR_4,2026-01-08T11:53:00+00:00
D2_2044,Energy trading model calibration parameters [44],"Hi Mark, We updated the volatility curves in the pricing model. The updated parameters have been saved to the shared drive. (Ref ID: ENR-544)",legitimate,enron_spam,TH_ENR_104,GRP_ENR_1,2026-01-08T16:04:00+00:00
D2_2045,Schedule change for Houston energy conference [45],"Hi All, The keynote panel at the Houston energy conference has been moved to 2 PM on Tuesday. Please update your itineraries. (Ref ID: ENR-545)",legitimate,enron_spam,TH_ENR_105,GRP_ENR_2,2026-01-08T20:15:00+00:00
D2_2046,Contract confirmation for physical power delivery [46],Please find the executed contract confirmation for the July power delivery agreement attached. Thank you. (Ref ID: ENR-546),legitimate,enron_spam,TH_ENR_106,GRP_ENR_3,2026-01-09T00:26:00+00:00
D2_2047,IT system maintenance notification for Enron intranet [47],The internal trading database will undergo routine maintenance this Sunday from midnight to 4 AM. Expect brief downtime. (Ref ID: ENR-547),legitimate,enron_spam,TH_ENR_107,GRP_ENR_4,2026-01-09T04:37:00+00:00
D2_2048,Enron North America gas trading schedule [48],Here is the revised natural gas delivery schedule for the Houston pipeline hub for next week. Please review the volume numbers. (Ref ID: ENR-548),legitimate,enron_spam,TH_ENR_108,GRP_ENR_1,2026-01-09T08:48:00+00:00
D2_2049,Meeting notes from risk management committee [49],Attached are the summary notes and action items from yesterday's risk committee meeting. Let me know if any adjustments are needed. (Ref ID: ENR-549),legitimate,enron_spam,TH_ENR_109,GRP_ENR_2,2026-01-09T12:59:00+00:00
D2_2050,Quarterly financial report review draft [50],"Vince, Please take a look at the attached draft for the Q2 financial summary before we present it to executive management. (Ref ID: ENR-550)",legitimate,enron_spam,TH_ENR_110,GRP_ENR_3,2026-01-09T17:10:00+00:00
D2_2051,Pipeline capacity allocation update [51],The revised capacity allocation for the Western transmission segment has been finalized. See attached spreadsheet for details. (Ref ID: ENR-551),legitimate,enron_spam,TH_ENR_111,GRP_ENR_4,2026-01-09T21:21:00+00:00
D2_2052,Energy trading model calibration parameters [52],"Hi Mark, We updated the volatility curves in the pricing model. The updated parameters have been saved to the shared drive. (Ref ID: ENR-552)",legitimate,enron_spam,TH_ENR_112,GRP_ENR_1,2026-01-10T01:32:00+00:00
D2_2053,Schedule change for Houston energy conference [53],"Hi All, The keynote panel at the Houston energy conference has been moved to 2 PM on Tuesday. Please update your itineraries. (Ref ID: ENR-553)",legitimate,enron_spam,TH_ENR_113,GRP_ENR_2,2026-01-10T05:43:00+00:00
D2_2054,Contract confirmation for physical power delivery [54],Please find the executed contract confirmation for the July power delivery agreement attached. Thank you. (Ref ID: ENR-554),legitimate,enron_spam,TH_ENR_114,GRP_ENR_3,2026-01-10T09:54:00+00:00
D2_2055,IT system maintenance notification for Enron intranet [55],The internal trading database will undergo routine maintenance this Sunday from midnight to 4 AM. Expect brief downtime. (Ref ID: ENR-555),legitimate,enron_spam,TH_ENR_115,GRP_ENR_4,2026-01-10T14:05:00+00:00
D2_2056,Enron North America gas trading schedule [56],Here is the revised natural gas delivery schedule for the Houston pipeline hub for next week. Please review the volume numbers. (Ref ID: ENR-556),legitimate,enron_spam,TH_ENR_116,GRP_ENR_1,2026-01-10T18:16:00+00:00
D2_2057,Meeting notes from risk management committee [57],Attached are the summary notes and action items from yesterday's risk committee meeting. Let me know if any adjustments are needed. (Ref ID: ENR-557),legitimate,enron_spam,TH_ENR_117,GRP_ENR_2,2026-01-10T22:27:00+00:00
D2_2058,Quarterly financial report review draft [58],"Vince, Please take a look at the attached draft for the Q2 financial summary before we present it to executive management. (Ref ID: ENR-558)",legitimate,enron_spam,TH_ENR_118,GRP_ENR_3,2026-01-11T02:38:00+00:00
D2_2059,Pipeline capacity allocation update [59],The revised capacity allocation for the Western transmission segment has been finalized. See attached spreadsheet for details. (Ref ID: ENR-559),legitimate,enron_spam,TH_ENR_119,GRP_ENR_4,2026-01-11T06:49:00+00:00
D2_2060,Energy trading model calibration parameters [60],"Hi Mark, We updated the volatility curves in the pricing model. The updated parameters have been saved to the shared drive. (Ref ID: ENR-560)",legitimate,enron_spam,TH_ENR_100,GRP_ENR_1,2026-01-11T11:00:00+00:00
D2_2061,Schedule change for Houston energy conference [61],"Hi All, The keynote panel at the Houston energy conference has been moved to 2 PM on Tuesday. Please update your itineraries. (Ref ID: ENR-561)",legitimate,enron_spam,TH_ENR_101,GRP_ENR_2,2026-01-11T15:11:00+00:00
D2_2062,Contract confirmation for physical power delivery [62],Please find the executed contract confirmation for the July power delivery agreement attached. Thank you. (Ref ID: ENR-562),legitimate,enron_spam,TH_ENR_102,GRP_ENR_3,2026-01-11T19:22:00+00:00
D2_2063,IT system maintenance notification for Enron intranet [63],The internal trading database will undergo routine maintenance this Sunday from midnight to 4 AM. Expect brief downtime. (Ref ID: ENR-563),legitimate,enron_spam,TH_ENR_103,GRP_ENR_4,2026-01-11T23:33:00+00:00
D2_2064,Enron North America gas trading schedule [64],Here is the revised natural gas delivery schedule for the Houston pipeline hub for next week. Please review the volume numbers. (Ref ID: ENR-564),legitimate,enron_spam,TH_ENR_104,GRP_ENR_1,2026-01-12T03:44:00+00:00
D2_2065,Meeting notes from risk management committee [65],Attached are the summary notes and action items from yesterday's risk committee meeting. Let me know if any adjustments are needed. (Ref ID: ENR-565),legitimate,enron_spam,TH_ENR_105,GRP_ENR_2,2026-01-12T07:55:00+00:00
D2_2066,Quarterly financial report review draft [66],"Vince, Please take a look at the attached draft for the Q2 financial summary before we present it to executive management. (Ref ID: ENR-566)",legitimate,enron_spam,TH_ENR_106,GRP_ENR_3,2026-01-12T12:06:00+00:00
D2_2067,Pipeline capacity allocation update [67],The revised capacity allocation for the Western transmission segment has been finalized. See attached spreadsheet for details. (Ref ID: ENR-567),legitimate,enron_spam,TH_ENR_107,GRP_ENR_4,2026-01-12T16:17:00+00:00
D2_2068,Energy trading model calibration parameters [68],"Hi Mark, We updated the volatility curves in the pricing model. The updated parameters have been saved to the shared drive. (Ref ID: ENR-568)",legitimate,enron_spam,TH_ENR_108,GRP_ENR_1,2026-01-12T20:28:00+00:00
D2_2069,Schedule change for Houston energy conference [69],"Hi All, The keynote panel at the Houston energy conference has been moved to 2 PM on Tuesday. Please update your itineraries. (Ref ID: ENR-569)",legitimate,enron_spam,TH_ENR_109,GRP_ENR_2,2026-01-13T00:39:00+00:00
D2_2070,Contract confirmation for physical power delivery [70],Please find the executed contract confirmation for the July power delivery agreement attached. Thank you. (Ref ID: ENR-570),legitimate,enron_spam,TH_ENR_110,GRP_ENR_3,2026-01-13T04:50:00+00:00
D2_2071,IT system maintenance notification for Enron intranet [71],The internal trading database will undergo routine maintenance this Sunday from midnight to 4 AM. Expect brief downtime. (Ref ID: ENR-571),legitimate,enron_spam,TH_ENR_111,GRP_ENR_4,2026-01-13T09:01:00+00:00
D2_2072,Enron North America gas trading schedule [72],Here is the revised natural gas delivery schedule for the Houston pipeline hub for next week. Please review the volume numbers. (Ref ID: ENR-572),legitimate,enron_spam,TH_ENR_112,GRP_ENR_1,2026-01-13T13:12:00+00:00
D2_2073,Meeting notes from risk management committee [73],Attached are the summary notes and action items from yesterday's risk committee meeting. Let me know if any adjustments are needed. (Ref ID: ENR-573),legitimate,enron_spam,TH_ENR_113,GRP_ENR_2,2026-01-13T17:23:00+00:00
D2_2074,Quarterly financial report review draft [74],"Vince, Please take a look at the attached draft for the Q2 financial summary before we present it to executive management. (Ref ID: ENR-574)",legitimate,enron_spam,TH_ENR_114,GRP_ENR_3,2026-01-13T21:34:00+00:00
D2_2075,Pipeline capacity allocation update [75],The revised capacity allocation for the Western transmission segment has been finalized. See attached spreadsheet for details. (Ref ID: ENR-575),legitimate,enron_spam,TH_ENR_115,GRP_ENR_4,2026-01-14T01:45:00+00:00
D2_2076,Energy trading model calibration parameters [76],"Hi Mark, We updated the volatility curves in the pricing model. The updated parameters have been saved to the shared drive. (Ref ID: ENR-576)",legitimate,enron_spam,TH_ENR_116,GRP_ENR_1,2026-01-14T05:56:00+00:00
D2_2077,Schedule change for Houston energy conference [77],"Hi All, The keynote panel at the Houston energy conference has been moved to 2 PM on Tuesday. Please update your itineraries. (Ref ID: ENR-577)",legitimate,enron_spam,TH_ENR_117,GRP_ENR_2,2026-01-14T10:07:00+00:00
D2_2078,Contract confirmation for physical power delivery [78],Please find the executed contract confirmation for the July power delivery agreement attached. Thank you. (Ref ID: ENR-578),legitimate,enron_spam,TH_ENR_118,GRP_ENR_3,2026-01-14T14:18:00+00:00
D2_2079,IT system maintenance notification for Enron intranet [79],The internal trading database will undergo routine maintenance this Sunday from midnight to 4 AM. Expect brief downtime. (Ref ID: ENR-579),legitimate,enron_spam,TH_ENR_119,GRP_ENR_4,2026-01-14T18:29:00+00:00
D2_2080,Enron North America gas trading schedule [80],Here is the revised natural gas delivery schedule for the Houston pipeline hub for next week. Please review the volume numbers. (Ref ID: ENR-580),legitimate,enron_spam,TH_ENR_100,GRP_ENR_1,2026-01-14T22:40:00+00:00
D2_2081,Meeting notes from risk management committee [81],Attached are the summary notes and action items from yesterday's risk committee meeting. Let me know if any adjustments are needed. (Ref ID: ENR-581),legitimate,enron_spam,TH_ENR_101,GRP_ENR_2,2026-01-15T02:51:00+00:00
D2_2082,Quarterly financial report review draft [82],"Vince, Please take a look at the attached draft for the Q2 financial summary before we present it to executive management. (Ref ID: ENR-582)",legitimate,enron_spam,TH_ENR_102,GRP_ENR_3,2026-01-15T07:02:00+00:00
D2_2083,Pipeline capacity allocation update [83],The revised capacity allocation for the Western transmission segment has been finalized. See attached spreadsheet for details. (Ref ID: ENR-583),legitimate,enron_spam,TH_ENR_103,GRP_ENR_4,2026-01-15T11:13:00+00:00
D2_2084,Energy trading model calibration parameters [84],"Hi Mark, We updated the volatility curves in the pricing model. The updated parameters have been saved to the shared drive. (Ref ID: ENR-584)",legitimate,enron_spam,TH_ENR_104,GRP_ENR_1,2026-01-15T15:24:00+00:00
D2_2085,Schedule change for Houston energy conference [85],"Hi All, The keynote panel at the Houston energy conference has been moved to 2 PM on Tuesday. Please update your itineraries. (Ref ID: ENR-585)",legitimate,enron_spam,TH_ENR_105,GRP_ENR_2,2026-01-15T19:35:00+00:00
D2_2086,Contract confirmation for physical power delivery [86],Please find the executed contract confirmation for the July power delivery agreement attached. Thank you. (Ref ID: ENR-586),legitimate,enron_spam,TH_ENR_106,GRP_ENR_3,2026-01-15T23:46:00+00:00
D2_2087,IT system maintenance notification for Enron intranet [87],The internal trading database will undergo routine maintenance this Sunday from midnight to 4 AM. Expect brief downtime. (Ref ID: ENR-587),legitimate,enron_spam,TH_ENR_107,GRP_ENR_4,2026-01-16T03:57:00+00:00
D2_2088,Enron North America gas trading schedule [88],Here is the revised natural gas delivery schedule for the Houston pipeline hub for next week. Please review the volume numbers. (Ref ID: ENR-588),legitimate,enron_spam,TH_ENR_108,GRP_ENR_1,2026-01-16T08:08:00+00:00
D2_2089,Meeting notes from risk management committee [89],Attached are the summary notes and action items from yesterday's risk committee meeting. Let me know if any adjustments are needed. (Ref ID: ENR-589),legitimate,enron_spam,TH_ENR_109,GRP_ENR_2,2026-01-16T12:19:00+00:00
D2_2090,Quarterly financial report review draft [90],"Vince, Please take a look at the attached draft for the Q2 financial summary before we present it to executive management. (Ref ID: ENR-590)",legitimate,enron_spam,TH_ENR_110,GRP_ENR_3,2026-01-16T16:30:00+00:00
D2_2091,Pipeline capacity allocation update [91],The revised capacity allocation for the Western transmission segment has been finalized. See attached spreadsheet for details. (Ref ID: ENR-591),legitimate,enron_spam,TH_ENR_111,GRP_ENR_4,2026-01-16T20:41:00+00:00
D2_2092,Energy trading model calibration parameters [92],"Hi Mark, We updated the volatility curves in the pricing model. The updated parameters have been saved to the shared drive. (Ref ID: ENR-592)",legitimate,enron_spam,TH_ENR_112,GRP_ENR_1,2026-01-17T00:52:00+00:00
D2_2093,Schedule change for Houston energy conference [93],"Hi All, The keynote panel at the Houston energy conference has been moved to 2 PM on Tuesday. Please update your itineraries. (Ref ID: ENR-593)",legitimate,enron_spam,TH_ENR_113,GRP_ENR_2,2026-01-17T05:03:00+00:00
D2_2094,Contract confirmation for physical power delivery [94],Please find the executed contract confirmation for the July power delivery agreement attached. Thank you. (Ref ID: ENR-594),legitimate,enron_spam,TH_ENR_114,GRP_ENR_3,2026-01-17T09:14:00+00:00
D2_2095,IT system maintenance notification for Enron intranet [95],The internal trading database will undergo routine maintenance this Sunday from midnight to 4 AM. Expect brief downtime. (Ref ID: ENR-595),legitimate,enron_spam,TH_ENR_115,GRP_ENR_4,2026-01-17T13:25:00+00:00
D2_2096,Enron North America gas trading schedule [96],Here is the revised natural gas delivery schedule for the Houston pipeline hub for next week. Please review the volume numbers. (Ref ID: ENR-596),legitimate,enron_spam,TH_ENR_116,GRP_ENR_1,2026-01-17T17:36:00+00:00
D2_2097,Meeting notes from risk management committee [97],Attached are the summary notes and action items from yesterday's risk committee meeting. Let me know if any adjustments are needed. (Ref ID: ENR-597),legitimate,enron_spam,TH_ENR_117,GRP_ENR_2,2026-01-17T21:47:00+00:00
D2_2098,Quarterly financial report review draft [98],"Vince, Please take a look at the attached draft for the Q2 financial summary before we present it to executive management. (Ref ID: ENR-598)",legitimate,enron_spam,TH_ENR_118,GRP_ENR_3,2026-01-18T01:58:00+00:00
D2_2099,Pipeline capacity allocation update [99],The revised capacity allocation for the Western transmission segment has been finalized. See attached spreadsheet for details. (Ref ID: ENR-599),legitimate,enron_spam,TH_ENR_119,GRP_ENR_4,2026-01-18T06:09:00+00:00
D2_2100,Energy trading model calibration parameters [100],"Hi Mark, We updated the volatility curves in the pricing model. The updated parameters have been saved to the shared drive. (Ref ID: ENR-600)",legitimate,enron_spam,TH_ENR_100,GRP_ENR_1,2026-01-18T10:20:00+00:00
D2_2101,Schedule change for Houston energy conference [101],"Hi All, The keynote panel at the Houston energy conference has been moved to 2 PM on Tuesday. Please update your itineraries. (Ref ID: ENR-601)",legitimate,enron_spam,TH_ENR_101,GRP_ENR_2,2026-01-18T14:31:00+00:00
D2_2102,Contract confirmation for physical power delivery [102],Please find the executed contract confirmation for the July power delivery agreement attached. Thank you. (Ref ID: ENR-602),legitimate,enron_spam,TH_ENR_102,GRP_ENR_3,2026-01-18T18:42:00+00:00
D2_2103,IT system maintenance notification for Enron intranet [103],The internal trading database will undergo routine maintenance this Sunday from midnight to 4 AM. Expect brief downtime. (Ref ID: ENR-603),legitimate,enron_spam,TH_ENR_103,GRP_ENR_4,2026-01-18T22:53:00+00:00
D2_2104,Enron North America gas trading schedule [104],Here is the revised natural gas delivery schedule for the Houston pipeline hub for next week. Please review the volume numbers. (Ref ID: ENR-604),legitimate,enron_spam,TH_ENR_104,GRP_ENR_1,2026-01-19T03:04:00+00:00
D2_2105,Meeting notes from risk management committee [105],Attached are the summary notes and action items from yesterday's risk committee meeting. Let me know if any adjustments are needed. (Ref ID: ENR-605),legitimate,enron_spam,TH_ENR_105,GRP_ENR_2,2026-01-19T07:15:00+00:00
D2_2106,Quarterly financial report review draft [106],"Vince, Please take a look at the attached draft for the Q2 financial summary before we present it to executive management. (Ref ID: ENR-606)",legitimate,enron_spam,TH_ENR_106,GRP_ENR_3,2026-01-19T11:26:00+00:00
D2_2107,Pipeline capacity allocation update [107],The revised capacity allocation for the Western transmission segment has been finalized. See attached spreadsheet for details. (Ref ID: ENR-607),legitimate,enron_spam,TH_ENR_107,GRP_ENR_4,2026-01-19T15:37:00+00:00
D2_2108,Energy trading model calibration parameters [108],"Hi Mark, We updated the volatility curves in the pricing model. The updated parameters have been saved to the shared drive. (Ref ID: ENR-608)",legitimate,enron_spam,TH_ENR_108,GRP_ENR_1,2026-01-19T19:48:00+00:00
D2_2109,Schedule change for Houston energy conference [109],"Hi All, The keynote panel at the Houston energy conference has been moved to 2 PM on Tuesday. Please update your itineraries. (Ref ID: ENR-609)",legitimate,enron_spam,TH_ENR_109,GRP_ENR_2,2026-01-19T23:59:00+00:00
D2_2110,Contract confirmation for physical power delivery [110],Please find the executed contract confirmation for the July power delivery agreement attached. Thank you. (Ref ID: ENR-610),legitimate,enron_spam,TH_ENR_110,GRP_ENR_3,2026-01-20T04:10:00+00:00
D2_2111,IT system maintenance notification for Enron intranet [111],The internal trading database will undergo routine maintenance this Sunday from midnight to 4 AM. Expect brief downtime. (Ref ID: ENR-611),legitimate,enron_spam,TH_ENR_111,GRP_ENR_4,2026-01-20T08:21:00+00:00
D2_2112,Enron North America gas trading schedule [112],Here is the revised natural gas delivery schedule for the Houston pipeline hub for next week. Please review the volume numbers. (Ref ID: ENR-612),legitimate,enron_spam,TH_ENR_112,GRP_ENR_1,2026-01-20T12:32:00+00:00
D2_2113,Meeting notes from risk management committee [113],Attached are the summary notes and action items from yesterday's risk committee meeting. Let me know if any adjustments are needed. (Ref ID: ENR-613),legitimate,enron_spam,TH_ENR_113,GRP_ENR_2,2026-01-20T16:43:00+00:00
D2_2114,Quarterly financial report review draft [114],"Vince, Please take a look at the attached draft for the Q2 financial summary before we present it to executive management. (Ref ID: ENR-614)",legitimate,enron_spam,TH_ENR_114,GRP_ENR_3,2026-01-20T20:54:00+00:00
D2_2115,Pipeline capacity allocation update [115],The revised capacity allocation for the Western transmission segment has been finalized. See attached spreadsheet for details. (Ref ID: ENR-615),legitimate,enron_spam,TH_ENR_115,GRP_ENR_4,2026-01-21T01:05:00+00:00
