email_id,subject,body,label,dataset_id,thread_id,sender_group,timestamp
D1_1029,Equipment request: Dual monitor setup for new developer - Ref #129,"Hi Facilities, A new developer is joining our team next Monday. Could you please arrange a dual-monitor workstation setup at Desk 42? Thanks. (Tracking code: TRK-229)",request,business_intent,TH_114,GRP_5,2026-01-04T18:23:00+00:00
D1_1030,API documentation request for third-party integration - Ref #130,"Hello Engineering, Could you share the updated API specs and sample payloads for the payment gateway service? Best regards. (Tracking code: TRK-230)",request,business_intent,TH_100,GRP_1,2026-01-04T21:30:00+00:00
D1_1031,Leave request for upcoming conference - Ref #131,"Hi Lead, I would like to request leave from October 12 to October 15 to attend the annual AI developer conference. Please approve. Thanks! (Tracking code: TRK-231)",request,business_intent,TH_101,GRP_2,2026-01-05T00:37:00+00:00
D1_1032,Request for budget approval for Q3 marketing campaign - Ref #132,"Dear Manager, Please find attached the budget proposal for the Q3 campaign. Could you review and approve the requested funds by Friday? Best regards. (Tracking code: TRK-232)",request,business_intent,TH_102,GRP_3,2026-01-05T03:44:00+00:00
D1_1033,Access request to project analytics dashboard - Ref #133,"Hi IT Support, I need read-write access to the analytics dashboard for the new project. Please assign the appropriate permissions. Thanks! (Tracking code: TRK-233)",request,business_intent,TH_103,GRP_4,2026-01-05T06:51:00+00:00
D1_1034,Request for software license renewal - Ref #134,"Hello Procurement, Our team requires 5 additional licenses for the IDE software. Please process this request at your earliest convenience. (Tracking code: TRK-234)",request,business_intent,TH_104,GRP_5,2026-01-05T09:58:00+00:00
D1_1035,Data export request for financial audit - Ref #135,"Hi Team, Can you please export the sales transaction records for the last fiscal year and send them over as a CSV file? Thank you. (Tracking code: TRK-235)",request,business_intent,TH_105,GRP_1,2026-01-05T13:05:00+00:00
D1_1036,Request for design assets for mobile app launch - Ref #136,"Dear Creative Team, We need the high-resolution logo files and icons for the upcoming mobile application release. Appreciate your help. (Tracking code: TRK-236)",request,business_intent,TH_106,GRP_2,2026-01-05T16:12:00+00:00
D1_1037,Equipment request: Dual monitor setup for new developer - Ref #137,"Hi Facilities, A new developer is joining our team next Monday. Could you please arrange a dual-monitor workstation setup at Desk 42? Thanks. (Tracking code: TRK-237)",request,business_intent,TH_107,GRP_3,2026-01-05T19:19:00+00:00
D1_1038,API documentation request for third-party integration - Ref #138,"Hello Engineering, Could you share the updated API specs and sample payloads for the payment gateway service? Best regards. (Tracking code: TRK-238)",request,business_intent,TH_108,GRP_4,2026-01-05T22:26:00+00:00
D1_1039,Leave request for upcoming conference - Ref #139,"Hi Lead, I would like to request leave from October 12 to October 15 to attend the annual AI developer conference. Please approve. Thanks! (Tracking code: TRK-239)",request,business_intent,TH_109,GRP_5,2026-01-06T01:33:00+00:00
D1_1040,Request for budget approval for Q3 marketing campaign - Ref #140,"Dear Manager, Please find attached the budget proposal for the Q3 campaign. Could you review and approve the requested funds by Friday? Best regards. (Tracking code: TRK-240)",request,business_intent,TH_110,GRP_1,2026-01-06T04:40:00+00:00
D1_1041,Access request to project analytics dashboard - Ref #141,"Hi IT Support, I need read-write access to the analytics dashboard for the new project. Please assign the appropriate permissions. Thanks! (Tracking code: TRK-241)",request,business_intent,TH_111,GRP_2,2026-01-06T07:47:00+00:00
D1_1042,Request for software license renewal - Ref #142,"Hello Procurement, Our team requires 5 additional licenses for the IDE software. Please process this request at your earliest convenience. (Tracking code: TRK-242)",request,business_intent,TH_112,GRP_3,2026-01-06T10:54:00+00:00
D1_1043,Data export request for financial audit - Ref #143,"Hi Team, Can you please export the sales transaction records for the last fiscal year and send them over as a CSV file? Thank you. (Tracking code: TRK-243)",request,business_intent,TH_113,GRP_4,2026-01-06T14:01:00+00:00
D1_1044,Request for design assets for mobile app launch - Ref #144,"Dear Creative Team, We need the high-resolution logo files and icons for the upcoming mobile application release. Appreciate your help. (Tracking code: TRK-244)",request,business_intent,TH_114,GRP_5,2026-01-06T17:08:00+00:00
D1_1045,Equipment request: Dual monitor setup for new developer - Ref #145,"Hi Facilities, A new developer is joining our team next Monday. Could you please arrange a dual-monitor workstation setup at Desk 42? Thanks. (Tracking code: TRK-245)",request,business_intent,TH_100,GRP_1,2026-01-06T20:15:00+00:00
D1_1046,API documentation request for third-party integration - Ref #146,"Hello Engineering, Could you share the updated API specs and sample payloads for the payment gateway service? Best regards. (Tracking code: TRK-246)",request,business_intent,TH_101,GRP_2,2026-01-06T23:22:00+00:00
D1_1047,Leave request for upcoming conference - Ref #147,"Hi Lead, I would like to request leave from October 12 to October 15 to attend the annual AI developer conference. Please approve. Thanks! (Tracking code: TRK-247)",request,business_intent,TH_102,GRP_3,2026-01-07T02:29:00+00:00
D1_1048,Request for budget approval for Q3 marketing campaign - Ref #148,"Dear Manager, Please find attached the budget proposal for the Q3 campaign. Could you review and approve the requested funds by Friday? Best regards. (Tracking code: TRK-248)",request,business_intent,TH_103,GRP_4,2026-01-07T05:36:00+00:00
D1_1049,Access request to project analytics dashboard - Ref #149,"Hi IT Support, I need read-write access to the analytics dashboard for the new project. Please assign the appropriate permissions. Thanks! (Tracking code: TRK-249)",request,business_intent,TH_104,GRP_5,2026-01-07T08:43:00+00:00
D1_1050,Request for software license renewal - Ref #150,"Hello Procurement, Our team requires 5 additional licenses for the IDE software. Please process this request at your earliest convenience. (Tracking code: TRK-250)",request,business_intent,TH_105,GRP_1,2026-01-07T11:50:00+00:00
D1_1051,Data export request for financial audit - Ref #151,"Hi Team, Can you please export the sales transaction records for the last fiscal year and send them over as a CSV file? Thank you. (Tracking code: TRK-251)",request,business_intent,TH_106,GRP_2,2026-01-07T14:57:00+00:00
D1_1052,Request for design assets for mobile app launch - Ref #152,"Dear Creative Team, We need the high-resolution logo files and icons for the upcoming mobile application release. Appreciate your help. (Tracking code: TRK-252)",request,business_intent,TH_107,GRP_3,2026-01-07T18:04:00+00:00
D1_1053,Equipment request: Dual monitor setup for new developer - Ref #153,"Hi Facilities, A new developer is joining our team next Monday. Could you please arrange a dual-monitor workstation setup at Desk 42? Thanks. (Tracking code: TRK-253)",request,business_intent,TH_108,GRP_4,2026-01-07T21:11:00+00:00
D1_1054,API documentation request for third-party integration - Ref #154,"Hello Engineering, Could you share the updated API specs and sample payloads for the payment gateway service? Best regards. (Tracking code: TRK-254)",request,business_intent,TH_109,GRP_5,2026-01-08T00:18:00+00:00
D1_1055,Leave request for upcoming conference - Ref #155,"Hi Lead, I would like to request leave from October 12 to October 15 to attend the annual AI developer conference. Please approve. Thanks! (Tracking code: TRK-255)",request,business_intent,TH_110,GRP_1,2026-01-08T03:25:00+00:00
D1_1056,Request for budget approval for Q3 marketing campaign - Ref #156,"Dear Manager, Please find attached the budget proposal for the Q3 campaign. Could you review and approve the requested funds by Friday? Best regards. (Tracking code: TRK-256)",request,business_intent,TH_111,GRP_2,2026-01-08T06:32:00+00:00
D1_1057,Access request to project analytics dashboard - Ref #157,"Hi IT Support, I need read-write access to the analytics dashboard for the new project. Please assign the appropriate permissions. Thanks! (Tracking code: TRK-257)",request,business_intent,TH_112,GRP_3,2026-01-08T09:39:00+00:00
D1_1058,Request for software license renewal - Ref #158,"Hello Procurement, Our team requires 5 additional licenses for the IDE software. Please process this request at your earliest convenience. (Tracking code: TRK-258)",request,business_intent,TH_113,GRP_4,2026-01-08T12:46:00+00:00
D1_1059,Data export request for financial audit - Ref #159,"Hi Team, Can you please export the sales transaction records for the last fiscal year and send them over as a CSV file? Thank you. (Tracking code: TRK-259)",request,business_intent,TH_114,GRP_5,2026-01-08T15:53:00+00:00
D1_1060,Schedule weekly sprint sync meeting,"Hi Team, Let us schedule our weekly sprint sync meeting for Thursday at 10 AM PST. Please confirm your availability or propose a new time.",meeting,business_intent,TH_100,GRP_1,2026-01-01T00:00:00+00:00
D1_1061,Project kick-off meeting invitation,"Dear Colleagues, You are invited to the project kick-off call on Monday at 2 PM UTC. We will review project goals, deliverables, and timelines.",meeting,business_intent,TH_101,GRP_2,2026-01-01T03:07:00+00:00
D1_1062,Rescheduling architecture review session,"Hi All, Due to a scheduling conflict, we need to move the architecture review session to Wednesday at 4 PM. Hope this works for everyone.",meeting,business_intent,TH_102,GRP_3,2026-01-01T06:14:00+00:00
D1_1063,Follow-up meeting regarding client feedback,"Hello Team, Let us catch up tomorrow for 30 minutes to address the client feedback received yesterday. Calendar invite to follow.",meeting,business_intent,TH_103,GRP_4,2026-01-01T09:21:00+00:00
D1_1064,Quarterly performance review meeting confirmation,"Hi Manager, Confirming our quarterly review meeting scheduled for tomorrow at 11 AM in Conference Room B.",meeting,business_intent,TH_104,GRP_5,2026-01-01T12:28:00+00:00
D1_1065,Emergency sync on production deployment issue,"Team, Please join a quick 15-minute sync on Teams right now to discuss the production deployment failure.",meeting,business_intent,TH_105,GRP_1,2026-01-01T15:35:00+00:00
D1_1066,Vendor product demonstration call,"Dear Procurement, The vendor has confirmed the product demo call for Friday at 3 PM. Please join to evaluate their offering.",meeting,business_intent,TH_106,GRP_2,2026-01-01T18:42:00+00:00
D1_1067,One-on-one catchup meeting request,"Hi Alex, Do you have 20 minutes open this Thursday for a quick 1-on-1 catch-up regarding team allocation? Let me know!",meeting,business_intent,TH_107,GRP_3,2026-01-01T21:49:00+00:00
D1_1068,Schedule weekly sprint sync meeting - Ref #108,"Hi Team, Let us schedule our weekly sprint sync meeting for Thursday at 10 AM PST. Please confirm your availability or propose a new time. (Tracking code: TRK-208)",meeting,business_intent,TH_108,GRP_4,2026-01-02T00:56:00+00:00
D1_1069,Project kick-off meeting invitation - Ref #109,"Dear Colleagues, You are invited to the project kick-off call on Monday at 2 PM UTC. We will review project goals, deliverables, and timelines. (Tracking code: TRK-209)",meeting,business_intent,TH_109,GRP_5,2026-01-02T04:03:00+00:00
D1_1070,Rescheduling architecture review session - Ref #110,"Hi All, Due to a scheduling conflict, we need to move the architecture review session to Wednesday at 4 PM. Hope this works for everyone. (Tracking code: TRK-210)",meeting,business_intent,TH_110,GRP_1,2026-01-02T07:10:00+00:00
D1_1071,Follow-up meeting regarding client feedback - Ref #111,"Hello Team, Let us catch up tomorrow for 30 minutes to address the client feedback received yesterday. Calendar invite to follow. (Tracking code: TRK-211)",meeting,business_intent,TH_111,GRP_2,2026-01-02T10:17:00+00:00
D1_1072,Quarterly performance review meeting confirmation - Ref #112,"Hi Manager, Confirming our quarterly review meeting scheduled for tomorrow at 11 AM in Conference Room B. (Tracking code: TRK-212)",meeting,business_intent,TH_112,GRP_3,2026-01-02T13:24:00+00:00
D1_1073,Emergency sync on production deployment issue - Ref #113,"Team, Please join a quick 15-minute sync on Teams right now to discuss the production deployment failure. (Tracking code: TRK-213)",meeting,business_intent,TH_113,GRP_4,2026-01-02T16:31:00+00:00
D1_1074,Vendor product demonstration call - Ref #114,"Dear Procurement, The vendor has confirmed the product demo call for Friday at 3 PM. Please join to evaluate their offering. (Tracking code: TRK-214)",meeting,business_intent,TH_114,GRP_5,2026-01-02T19:38:00+00:00
D1_1075,One-on-one catchup meeting request - Ref #115,"Hi Alex, Do you have 20 minutes open this Thursday for a quick 1-on-1 catch-up regarding team allocation? Let me know! (Tracking code: TRK-215)",meeting,business_intent,TH_100,GRP_1,2026-01-02T22:45:00+00:00
D1_1076,Schedule weekly sprint sync meeting - Ref #116,"Hi Team, Let us schedule our weekly sprint sync meeting for Thursday at 10 AM PST. Please confirm your availability or propose a new time. (Tracking code: TRK-216)",meeting,business_intent,TH_101,GRP_2,2026-01-03T01:52:00+00:00
D1_1077,Project kick-off meeting invitation - Ref #117,"Dear Colleagues, You are invited to the project kick-off call on Monday at 2 PM UTC. We will review project goals, deliverables, and timelines. (Tracking code: TRK-217)",meeting,business_intent,TH_102,GRP_3,2026-01-03T04:59:00+00:00
D1_1078,Rescheduling architecture review session - Ref #118,"Hi All, Due to a scheduling conflict, we need to move the architecture review session to Wednesday at 4 PM. Hope this works for everyone. (Tracking code: TRK-218)",meeting,business_intent,TH_103,GRP_4,2026-01-03T08:06:00+00:00
D1_1079,Follow-up meeting regarding client feedback - Ref #119,"Hello Team, Let us catch up tomorrow for 30 minutes to address the client feedback received yesterday. Calendar invite to follow. (Tracking code: TRK-219)",meeting,business_intent,TH_104,GRP_5,2026-01-03T11:13:00+00:00
D1_1080,Quarterly performance review meeting confirmation - Ref #120,"Hi Manager, Confirming our quarterly review meeting scheduled for tomorrow at 11 AM in Conference Room B. (Tracking code: TRK-220)",meeting,business_intent,TH_105,GRP_1,2026-01-03T14:20:00+00:00
D1_1081,Emergency sync on production deployment issue - Ref #121,"Team, Please join a quick 15-minute sync on Teams right now to discuss the production deployment failure. (Tracking code: TRK-221)",meeting,business_intent,TH_106,GRP_2,2026-01-03T17:27:00+00:00
D1_1082,Vendor product demonstration call - Ref #122,"Dear Procurement, The vendor has confirmed the product demo call for Friday at 3 PM. Please join to evaluate their offering. (Tracking code: TRK-222)",meeting,business_intent,TH_107,GRP_3,2026-01-03T20:34:00+00:00
D1_1083,One-on-one catchup meeting request - Ref #123,"Hi Alex, Do you have 20 minutes open this Thursday for a quick 1-on-1 catch-up regarding team allocation? Let me know! (Tracking code: TRK-223)",meeting,business_intent,TH_108,GRP_4,2026-01-03T23:41:00+00:00
D1_1084,Schedule weekly sprint sync meeting - Ref #124,"Hi Team, Let us schedule our weekly sprint sync meeting for Thursday at 10 AM PST. Please confirm your availability or propose a new time. (Tracking code: TRK-224)",meeting,business_intent,TH_109,GRP_5,2026-01-04T02:48:00+00:00
D1_1085,Project kick-off meeting invitation - Ref #125,"Dear Colleagues, You are invited to the project kick-off call on Monday at 2 PM UTC. We will review project goals, deliverables, and timelines. (Tracking code: TRK-225)",meeting,business_intent,TH_110,GRP_1,2026-01-04T05:55:00+00:00
D1_1086,Rescheduling architecture review session - Ref #126,"Hi All, Due to a scheduling conflict, we need to move the architecture review session to Wednesday at 4 PM. Hope this works for everyone. (Tracking code: TRK-226)",meeting,business_intent,TH_111,GRP_2,2026-01-04T09:02:00+00:00
D1_1087,Follow-up meeting regarding client feedback - Ref #127,"Hello Team, Let us catch up tomorrow for 30 minutes to address the client feedback received yesterday. Calendar invite to follow. (Tracking code: TRK-227)",meeting,business_intent,TH_112,GRP_3,2026-01-04T12:09:00+00:00
D1_1088,Quarterly performance review meeting confirmation - Ref #128,"Hi Manager, Confirming our quarterly review meeting scheduled for tomorrow at 11 AM in Conference Room B. (Tracking code: TRK-228)",meeting,business_intent,TH_113,GRP_4,2026-01-04T15:16:00+00:00
D1_1089,Emergency sync on production deployment issue - Ref #129,"Team, Please join a quick 15-minute sync on Teams right now to discuss the production deployment failure. (Tracking code: TRK-229)",meeting,business_intent,TH_114,GRP_5,2026-01-04T18:23:00+00:00
D1_1090,Vendor product demonstration call - Ref #130,"Dear Procurement, The vendor has confirmed the product demo call for Friday at 3 PM. Please join to evaluate their offering. (Tracking code: TRK-230)",meeting,business_intent,TH_100,GRP_1,2026-01-04T21:30:00+00:00
D1_1091,One-on-one catchup meeting request - Ref #131,"Hi Alex, Do you have 20 minutes open this Thursday for a quick 1-on-1 catch-up regarding team allocation? Let me know! (Tracking code: TRK-231)",meeting,business_intent,TH_101,GRP_2,2026-01-05T00:37:00+00:00
D1_1092,Schedule weekly sprint sync meeting - Ref #132,"Hi Team, Let us schedule our weekly sprint sync meeting for Thursday at 10 AM PST. Please confirm your availability or propose a new time. (Tracking code: TRK-232)",meeting,business_intent,TH_102,GRP_3,2026-01-05T03:44:00+00:00
D1_1093,Project kick-off meeting invitation - Ref #133,"Dear Colleagues, You are invited to the project kick-off call on Monday at 2 PM UTC. We will review project goals, deliverables, and timelines. (Tracking code: TRK-233)",meeting,business_intent,TH_103,GRP_4,2026-01-05T06:51:00+00:00
D1_1094,Rescheduling architecture review session - Ref #134,"Hi All, Due to a scheduling conflict, we need to move the architecture review session to Wednesday at 4 PM. Hope this works for everyone. (Tracking code: TRK-234)",meeting,business_intent,TH_104,GRP_5,2026-01-05T09:58:00+00:00
D1_1095,Follow-up meeting regarding client feedback - Ref #135,"Hello Team, Let us catch up tomorrow for 30 minutes to address the client feedback received yesterday. Calendar invite to follow. (Tracking code: TRK-235)",meeting,business_intent,TH_105,GRP_1,2026-01-05T13:05:00+00:00
D1_1096,Quarterly performance review meeting confirmation - Ref #136,"Hi Manager, Confirming our quarterly review meeting scheduled for tomorrow at 11 AM in Conference Room B. (Tracking code: TRK-236)",meeting,business_intent,TH_106,GRP_2,2026-01-05T16:12:00+00:00
D1_1097,Emergency sync on production deployment issue - Ref #137,"Team, Please join a quick 15-minute sync on Teams right now to discuss the production deployment failure. (Tracking code: TRK-237)",meeting,business_intent,TH_107,GRP_3,2026-01-05T19:19:00+00:00
D1_1098,Vendor product demonstration call - Ref #138,"Dear Procurement, The vendor has confirmed the product demo call for Friday at 3 PM. Please join to evaluate their offering. (Tracking code: TRK-238)",meeting,business_intent,TH_108,GRP_4,2026-01-05T22:26:00+00:00
D1_1099,One-on-one catchup meeting request - Ref #139,"Hi Alex, Do you have 20 minutes open this Thursday for a quick 1-on-1 catch-up regarding team allocation? Let me know! (Tracking code: TRK-239)",meeting,business_intent,TH_109,GRP_5,2026-01-06T01:33:00+00:00
D1_1100,Schedule weekly sprint sync meeting - Ref #140,"Hi Team, Let us schedule our weekly sprint sync meeting for Thursday at 10 AM PST. Please confirm your availability or propose a new time. (Tracking code: TRK-240)",meeting,business_intent,TH_110,GRP_1,2026-01-06T04:40:00+00:00
D1_1101,Project kick-off meeting invitation - Ref #141,"Dear Colleagues, You are invited to the project kick-off call on Monday at 2 PM UTC. We will review project goals, deliverables, and timelines. (Tracking code: TRK-241)",meeting,business_intent,TH_111,GRP_2,2026-01-06T07:47:00+00:00
D1_1102,Rescheduling architecture review session - Ref #142,"Hi All, Due to a scheduling conflict, we need to move the architecture review session to Wednesday at 4 PM. Hope this works for everyone. (Tracking code: TRK-242)",meeting,business_intent,TH_112,GRP_3,2026-01-06T10:54:00+00:00
D1_1103,Follow-up meeting regarding client feedback - Ref #143,"Hello Team, Let us catch up tomorrow for 30 minutes to address the client feedback received yesterday. Calendar invite to follow. (Tracking code: TRK-243)",meeting,business_intent,TH_113,GRP_4,2026-01-06T14:01:00+00:00
D1_1104,Quarterly performance review meeting confirmation - Ref #144,"Hi Manager, Confirming our quarterly review meeting scheduled for tomorrow at 11 AM in Conference Room B. (Tracking code: TRK-244)",meeting,business_intent,TH_114,GRP_5,2026-01-06T17:08:00+00:00
D1_1105,Emergency sync on production deployment issue - Ref #145,"Team, Please join a quick 15-minute sync on Teams right now to discuss the production deployment failure. (Tracking code: TRK-245)",meeting,business_intent,TH_100,GRP_1,2026-01-06T20:15:00+00:00
D1_1106,Vendor product demonstration call - Ref #146,"Dear Procurement, The vendor has confirmed the product demo call for Friday at 3 PM. Please join to evaluate their offering. (Tracking code: TRK-246)",meeting,business_intent,TH_101,GRP_2,2026-01-06T23:22:00+00:00
D1_1107,One-on-one catchup meeting request - Ref #147,"Hi Alex, Do you have 20 minutes open this Thursday for a quick 1-on-1 catch-up regarding team allocation? Let me know! (Tracking code: TRK-247)",meeting,business_intent,TH_102,GRP_3,2026-01-07T02:29:00+00:00
D1_1108,Schedule weekly sprint sync meeting - Ref #148,"Hi Team, Let us schedule our weekly sprint sync meeting for Thursday at 10 AM PST. Please confirm your availability or propose a new time. (Tracking code: TRK-248)",meeting,business_intent,TH_103,GRP_4,2026-01-07T05:36:00+00:00
D1_1109,Project kick-off meeting invitation - Ref #149,"Dear Colleagues, You are invited to the project kick-off call on Monday at 2 PM UTC. We will review project goals, deliverables, and timelines. (Tracking code: TRK-249)",meeting,business_intent,TH_104,GRP_5,2026-01-07T08:43:00+00:00
D1_1110,Rescheduling architecture review session - Ref #150,"Hi All, Due to a scheduling conflict, we need to move the architecture review session to Wednesday at 4 PM. Hope this works for everyone. (Tracking code: TRK-250)",meeting,business_intent,TH_105,GRP_1,2026-01-07T11:50:00+00:00
D1_1111,Follow-up meeting regarding client feedback - Ref #151,"Hello Team, Let us catch up tomorrow for 30 minutes to address the client feedback received yesterday. Calendar invite to follow. (Tracking code: TRK-251)",meeting,business_intent,TH_106,GRP_2,2026-01-07T14:57:00+00:00
D1_1112,Quarterly performance review meeting confirmation - Ref #152,"Hi Manager, Confirming our quarterly review meeting scheduled for tomorrow at 11 AM in Conference Room B. (Tracking code: TRK-252)",meeting,business_intent,TH_107,GRP_3,2026-01-07T18:04:00+00:00
D1_1113,Emergency sync on production deployment issue - Ref #153,"Team, Please join a quick 15-minute sync on Teams right now to discuss the production deployment failure. (Tracking code: TRK-253)",meeting,business_intent,TH_108,GRP_4,2026-01-07T21:11:00+00:00
D1_1114,Vendor product demonstration call - Ref #154,"Dear Procurement, The vendor has confirmed the product demo call for Friday at 3 PM. Please join to evaluate their offering. (Tracking code: TRK-254)",meeting,business_intent,TH_109,GRP_5,2026-01-08T00:18:00+00:00
D1_1115,One-on-one catchup meeting request - Ref #155,"Hi Alex, Do you have 20 minutes open this Thursday for a quick 1-on-1 catch-up regarding team allocation? Let me know! (Tracking code: TRK-255)",meeting,business_intent,TH_110,GRP_1,2026-01-08T03:25:00+00:00
